deck,source_path,slide_number,table_id,is_table_metric,raw_name,clean_name,refined_name,refinement_changed,refinement_strategy,refinement_iteration,refinement_context_sample,normalized_name,canonical_name,catalog_metric_id,catalog_metric_slug,normalization_method,normalization_status,name_occurrences,name_quality,cluster_id,cluster_similarity,cluster_unit_conflict,normalization_confidence,extraction_confidence,combined_confidence,validation_status,validation_reasons,review_group_key,review_group_size,unit,metric_type,category,raw_value,normalized_value,raw_context_sample
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,53,bd3e9728-ebde-526c-8ec2-93f72bd8c564,true,Engaged Users,Engaged Users,Engaged Users,false,original,0,,engaged users,Engagements,,engagements,catalog_alias,catalog_mapped,15,0.78,,,false,0.909,0.8875,0.9008,pass,,,,count,count,engagement,45.6K,45600.0,Engagement by Placement Type [TABLE] | Native Roadblocks | Content Store RB | ROS - Lapsed (Including AV) Investment | $1.59M | $162.9K | $220K Clicks | 159.6K | 22.1K | 20.2K Launches | 29.3M | 2.3M | 659.9K Engaged Users* | 2.3M | 144.5M 
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,35,,false,Companion,Companion,CTR,true,context_prev_line,1,CTR,ctr,Click Through Rate,,click_through_rate,catalog_alias,catalog_mapped,57,0.78,,,false,0.909,0.89,0.9018,pass,,,,percent,percentage,other,0.38%,0.38,"UK Alien Earth Split Test +5% CTR Companion: 0.38% 3D: 0.37% Video Companion Carousel delivered higher CTRs, +50% launch rates, and +36% effectiveness, while the 3D Animated Carousel excelled in time spent."
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,35,,false,CTR,CTR,CTR,false,original,0,,ctr,Click Through Rate,,click_through_rate,catalog_alias,catalog_mapped,57,0.78,,,false,0.909,0.9025,0.9065,pass,,,,percent,percentage,other,+5%,5.0,"UK Alien Earth Split Test +5% CTR Companion: 0.38% 3D: 0.37% Video Companion Carousel delivered higher CTRs, +50% launch rates, and +36% effectiveness, while the 3D Animated Carousel excelled in time spent."
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,20,,false,Duration per Session,Duration per Session,Duration per Session,false,original,0,,duration per session,Average Session Duration,,avg_session_duration,catalog_alias,catalog_mapped,2,0.78,,,false,0.909,0.9125,0.9103,pass,,,,time,time,engagement,95 mins,95.0,LG Ads Recommendation Duration per Session 95 mins Total Launches: 34M
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,26,,false,Duration per Session,Duration per Session,Duration per Session,false,original,0,,duration per session,Average Session Duration,,avg_session_duration,catalog_alias,catalog_mapped,2,0.78,,,false,0.909,0.9125,0.9103,pass,,,,time,time,engagement,93.8 mins,93.8,"*CPA Based on ROS Not Installed, Roadblocks and Content Store RB Duration per Session 93.8 mins CPE $0.83"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,67,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.925,0.9151,pass,,,,currency,currency,cost,$44.34,44.34,CPA: $44.34CPE: $0.39 CPA: $44.34CPE: $0.39 CPA: $65.66 CPE: $0.70
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,49,,false,Frequency,Frequency,Frequency,false,original,0,,frequency,Frequency,43,frequency,catalog_exact,catalog_mapped,7,0.78,,,false,0.9477,0.8675,0.9172,pass,,,,count,count,reach,3.76,3.76,Frequency 3.76 CTR 0.09%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,35,,false,3D,3D,CTR,true,context_kpi_line,1,CTR,ctr,Click Through Rate,,click_through_rate,catalog_alias,catalog_mapped,57,0.78,,,false,0.909,0.9375,0.9198,pass,,,,percent,percentage,other,0.37%,0.37,"UK Alien Earth Split Test +5% CTR Companion: 0.38% 3D: 0.37% Video Companion Carousel delivered higher CTRs, +50% launch rates, and +36% effectiveness, while the 3D Animated Carousel excelled in time spent."
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,58,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.79,1.79,Data Updated CPE** $1.79 Total Engaged 1.6M
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,60,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.56,0.56,Top Creative Performance - CPE CPE: $0.56 2025 Sept Offer - Moana 2
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,60,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.57,0.57,Top Creative Performance - CPE CPE: $0.57 2025 Sept Offer - Moana 2
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,60,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.92,0.92,Top Creative Performance - CPE CPE: $0.92
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,66,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.81,1.81,Data Updated CPE $1.81 Launches 594K
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,68,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.60,1.6,Data Updated CPE $1.60 Launches 833K
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,70,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.71,0.71,Data Updated CPE $0.71 Avg Duration 70 Mins
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,20,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$53.05,53.05,Duration per Session CPA $53.05 Total Launches: 34M
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,20,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.62,0.62,Duration per Session CPE $0.62 Duration per Session 95 mins
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,32,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$18.16,18.16,EMEA H1 at a Glance CPA $18.16 Total Launches: 13.8M
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,32,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$2.03,2.03,LG Ads Recommendation CPE $2.03 Acquired Users: 96K
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,22,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$21.24,21.24,"*CPA based on RB, ROS, CSRB ; excluding Lapsed CPA* $21.24 Avg Duration 1 HR"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,22,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$2.62,2.62,"*CPA based on RB, ROS, CSRB ; excluding Lapsed CPE** $2.62 CPA* $21.24"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,38,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$28.25,28.25,Content Store Roadblock Spotlight: UK & DE CPA $28.25 Launch Rate 25%
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,38,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.16,1.16,Content Store Roadblock Spotlight: UK & DE CPE $1.16 CPA $28.25
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,42,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.82,0.82,1/3 CPE $0.82 Acquisitions 2K
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,60,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$23.66,23.66,Reach / Frequency CPA $23.66 Install Rate 0.55%
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,60,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.01,1.01,Reach / Frequency CPE $1.01 CPA $23.66
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,61,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$65.11,65.11,Reach / Frequency CPA $65.11 Install Rate 0.38%
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,61,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$2.06,2.06,Reach / Frequency CPE $2.06 CPA $65.11
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,26,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$45.44,45.44,"*CPA Based on ROS Not Installed, Roadblocks and Content Store RB CPA* $45.44 Total Installs: 263.5K"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,26,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.83,0.83,Duration per Session CPE $0.83 Total Launches: 32.5M
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,38,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$25.50,25.5,Unique Reach / Frequency CPA $25.50 Acquired Users 6.4K
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,38,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.13,1.13,Unique Reach / Frequency CPE $1.13 Engaged Users 144.5K
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,28,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$54.15,54.15,Avg. Monthly Freq 5.7x CPA* $54.15 Avg Duration 96 Mins
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,28,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.10,1.1,Avg. Monthly Freq 5.7x CPE** $1.10 CPA* $54.15
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,34,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$7.51,7.51,"Deadpool Wolverine + Abbott Elementary CPA: $7.51 Bundle Duo creatives proved to resonate with the H1 target audience, garnering the lowest cost per acquired users compared to others that ran during the campaign flight."
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,34,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$7.77,7.77,"Deadpool Wolverine + Abbott Elementary CPA: $7.77 Bundle Duo creatives proved to resonate with the H1 target audience, garnering the lowest cost per acquired users compared to others that ran during the campaign flight."
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,34,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$7.84,7.84,Deadpool Wolverine + Abbott Elementary CPA: $7.84
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,36,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.15,1.15,Deadpool Wolverine + Alien Romulus CPE: $1.15
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,36,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.16,1.16,Deadpool Wolverine + Alien Romulus CPE: $1.16
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,36,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$1.18,1.18,Deadpool Wolverine + Alien Romulus CPE: $1.18
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,41,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$57.95,57.95,Reach / Frequency CPA $57.95 CTR 0.28%
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,41,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.78,0.78,Reach / Frequency CPE $0.78 CPA $57.95
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,43,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$102.84,102.84,Reach / Frequency CPA $102.84 CTR 0.09%
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,43,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.94,0.94,Reach / Frequency CPE $0.94 CPA $102.84
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,49,,false,CPA,CPA,CPA,false,original,0,,cpa,Cost per Acquisition,,cost_per_acquisition,catalog_alias,catalog_mapped,108,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$91.74,91.74,CPA $91.74 Frequency 3.76
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,49,,false,CPE,CPE,CPE,false,original,0,,cpe,Cost per Engagement,,cost_per_engagement,catalog_alias,catalog_mapped,95,0.78,,,false,0.909,0.9475,0.9236,pass,,,,currency,currency,cost,$0.81,0.81,CPE $0.81 CPA $91.74
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,25,7699f188-d8eb-5272-a353-c44f6e824d95,true,Cost Per Proxy,Cost Per Proxy,Investment,true,context_inline_label,1,Investment = $2.2M,investment,Investment,48,investment,catalog_exact,catalog_mapped,111,0.78,,,false,0.9477,0.8875,0.9248,pass,,,,currency,currency,cost,$4.22,4.22,Investment = $2.2M [TABLE] | Reach | CTR | Cost Per Proxy Lapsed ($499K) | 7.1M | 0.12% | $4.22 Not Installed ($1.1M) | 3.8M | 0.13% | $18.99 Suppress Heavy Active ($596K) | 10.8M | 0.19% | $1.58
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,25,7699f188-d8eb-5272-a353-c44f6e824d95,true,Cost Per Proxy,Cost Per Proxy,Investment,true,context_inline_label,1,Investment = $2.2M,investment,Investment,48,investment,catalog_exact,catalog_mapped,111,0.78,,,false,0.9477,0.8875,0.9248,pass,,,,currency,currency,cost,$18.99,18.99,Investment = $2.2M [TABLE] | Reach | CTR | Cost Per Proxy Lapsed ($499K) | 7.1M | 0.12% | $4.22 Not Installed ($1.1M) | 3.8M | 0.13% | $18.99 Suppress Heavy Active ($596K) | 10.8M | 0.19% | $1.58
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,25,7699f188-d8eb-5272-a353-c44f6e824d95,true,Cost Per Proxy,Cost Per Proxy,Investment,true,context_inline_label,1,Investment = $2.2M,investment,Investment,48,investment,catalog_exact,catalog_mapped,111,0.78,,,false,0.9477,0.8875,0.9248,pass,,,,currency,currency,cost,$1.58,1.58,Investment = $2.2M [TABLE] | Reach | CTR | Cost Per Proxy Lapsed ($499K) | 7.1M | 0.12% | $4.22 Not Installed ($1.1M) | 3.8M | 0.13% | $18.99 Suppress Heavy Active ($596K) | 10.8M | 0.19% | $1.58
